Nama Makanan,Ukuran Porsi,Kalori (kkal),Karbohidrat (g),Lemak (g),Protein (g),Kategori,is_seafood,is_peanut,is_dairy,protein_to_calorie_ratio,is_low_calorie,is_low_fat,is_low_carb,is_high_carb,is_high_protein,Kalori (kkal)_scaled,Karbohidrat (g)_scaled,Lemak (g)_scaled,Protein (g)_scaled,protein_to_calorie_ratio_scaled
Kepiting Panggang,100 g,136,0.11,6.24,18.91,Masakan,1,0,0,0.139044118,0,0,1,0,1,-0.535179144,-1.66899124,0.062644744,0.96494805,1.466617769
Pilus Sapi Panggang,100 g,500,71.43,28.57,0,Lauk,0,0,0,0,0,0,0,0,0,1.406899323,1.407209412,1.359584953,-1.931501751,-1.592191924
Bagel Panggang,100 g,288,57.11,1.72,11.14,Masakan,0,0,0,0.038680556,0,1,0,1,0,0.483091736,1.146043145,-0.794617938,0.345816062,-0.103664527
Kacang Asin Panggang,100 g,629.63,18.52,51.85,29.63,Snack,0,1,0,0.047059384,0,0,0,0,0,1.844548227,0.056354935,1.918033725,1.561584979,0.12412581
Ikan Salmon Panggang,100 g,171,0.49,7.56,23.97,Lauk,1,0,0,0.140175439,0,0,1,0,1,-0.250321136,-1.546218803,0.212937502,1.27156934,1.474996876
Japota Sapi Panggang,100 g,571.43,50,35.71,7.14,Lauk,0,0,0,0.012494969,0,0,0,0,0,1.656430563,0.998389357,1.565964007,-0.107584189,-1.018162884
Malkist Keju Panggang,100 g,500,65,20,10,Snack,0,0,1,0.02,0,0,0,0,0,1.406899323,1.29511678,1.036912083,0.230238998,-0.720165191
Kacang Pistachio Panggang,100 g,640,20,52,24,Snack,0,1,0,0.0375,0,0,0,0,0,1.876816707,0.119874219,1.920793573,1.273236087,-0.137973434
Rasa Sapi Panggang,100 g,550,65,30,5,Lauk,0,0,0,0.009090909,0,0,0,0,0,1.583898918,1.29511678,1.404484847,-0.42779268,-1.164354947
Rumput Laut Panggang Nori,100 g,600,20,50,20,Snack,0,0,0,0.033333333,0,0,0,0,0,1.750319524,0.119874219,1.883365021,1.035752511,-0.263744484
Ayam Panggang Bawang,100 g,136.92,5.77,4.08,19.23,Lauk,0,0,0,0.140446976,0,0,1,0,1,-0.527093914,-0.737751232,-0.251772878,0.986042113,1.476989948
Chitato Sapi Panggang,100 g,550,55,30,10,Lauk,0,0,0,0.018181818,0,0,0,0,0,1.583898918,1.103676444,1.404484847,0.230238998,-0.789428851
Mie Goreng Korea Konnyaku,100 g,192.31,37.18,5.13,1.28,Masakan,0,0,0,0.00665592,0,0,0,1,0,-0.095768253,0.688619045,-0.085638369,-1.312640582,-1.273450375
Korean Spicy Cheese,100 g,506.85,60.27,26.03,8.22,Masakan,0,0,1,0.016217816,0,0,0,0,0,1.431836135,1.207430711,1.274447691,0.029491181,-0.866312028
Belut Goreng,100 g,221,8.62,11.36,20.09,Masakan,0,0,0,0.090904977,0,0,1,0,1,0.095028441,-0.498692058,0.546408724,1.041469486,0.96671037
Terong Goreng,100 g,148,11.58,10.75,2.4,Sayur,0,0,0,0.016216216,0,0,0,0,0,-0.432472786,-0.300480065,0.500153594,-0.969823165,-0.866375541
Kentang Mustofa,100 g,317,39.33,17.76,4.01,Masakan,0,0,0,0.012649842,0,0,0,0,0,0.632131957,0.745417128,0.931597957,-0.607249694,-1.011681549
Paru Sapi Goreng,100 g,484,0.62,36.5,39.61,Lauk,0,0,0,0.081838843,0,0,1,0,1,1.347738645,-1.509542665,1.586383863,1.983916369,0.831269634
Ampela Goreng,100 g,262,9.45,11.15,32.05,Masakan,0,0,0,0.122328244,0,0,1,0,1,0.340584558,-0.439049516,0.530736423,1.672891937,1.327409129
Super Bihun Goreng,100 g,369.23,66.15,9.23,7.69,Masakan,0,0,0,0.020827127,0,0,0,1,0,0.878813464,1.315735408,0.374062612,-0.036113749,-0.689249683
Intip Goreng,100 g,474,67.06,20.29,5.36,Masakan,0,0,0,0.011308017,0,0,0,0,0,1.31008839,1.33186822,1.049752209,-0.36826909,-1.068321272
Mie Goreng Original,100 g,494.12,61.18,23.53,8.24,Masakan,0,0,0,0.016676111,0,0,0,0,0,1.385308691,1.22467702,1.182817438,0.031908585,-0.848176455
Ikan Lidah Goreng,100 g,104,2.43,3.03,15.75,Lauk,1,0,0,0.151442308,0,0,1,0,1,-0.842826322,-1.141391794,-0.454682429,0.740981798,1.552139133
Mie Goreng Rasa Sapi,100 g,169.01,40.85,0,1.41,Lauk,0,0,0,0.008342702,0,1,0,1,0,-0.265403604,0.784245417,-1.634431737,-1.266846114,-1.197467078
Special Mix,100 g,400,92,4,4,Masakan,0,0,0,0.01,0,0,0,1,0,1.013237671,1.722763813,-0.265747556,-0.609198585,-1.124603921
Moccachino,100 g,450,80,12.5,5,Masakan,0,0,0,0.011111111,0,0,0,1,0,1.21748185,1.545777731,0.62727829,-0.42779268,-1.076725851
Mie Goreng Rendang Jumbo,100 g,460.87,59.13,20,10.43,Masakan,0,0,0,0.022631111,0,0,0,0,0,1.259828659,1.185558288,1.036912083,0.274885955,-0.623081558
Super Bihun Kuah Baso Sapi,100 g,352.94,68.63,4.9,9.8,Lauk,0,0,0,0.027766759,0,0,0,1,0,0.804559827,1.359333648,-0.119562465,0.20900741,-0.443802466
Corn Bihun Kuah Rasa Ayam Bawang,100 g,393.44,81.97,6.56,1.64,Lauk,0,0,0,0.004168361,0,0,0,1,0,0.985181496,1.576096486,0.101353244,-1.190346559,-1.388966438
Buah Kecapi,100 g,82,20.11,0.56,0.4,Buah,0,0,0,0.004878049,1,1,0,1,0,-1.093637336,0.124462539,-1.265658148,-1.692286326,-1.355582203
Buah Kenitu,100 g,67,16.78,0.21,1.43,Buah,0,0,0,0.021343284,1,1,0,1,0,-1.29189067,-0.023013341,-1.477212641,-1.259973025,-0.670142465
Buah Kundur,100 g,16,3.67,0.2,0.46,Buah,0,0,0,0.02875,1,1,1,1,0,-2.368656395,-0.967229246,-1.484084077,-1.661193846,-0.41095266
Kua Chap Thai Tom Yum,100 g,340,80,0,6,Masakan,0,0,0,0.017647059,0,1,0,1,0,0.743907475,1.545777731,-1.634431737,-0.268650804,-0.81014765
Kaki Ayam Goreng Tanpa Pelapis Kulit Dimakan,100 g,250,0,14.78,27.31,Lauk,0,0,0,0.10924,0,0,1,0,1,0.271575617,-1.710248162,0.771073919,1.448233683,1.195125801
Mie Goreng Wortel Bit,100 g,149.25,25.37,2.99,4.48,Sayur,0,0,0,0.03001675,0,1,0,1,0,-0.422101098,0.325903855,-0.463378766,-0.518899007,-0.369303291
Cempedak Segar,100 g,116,28.6,0.4,3,Masakan,0,0,0,0.025862069,0,1,0,1,0,-0.720851225,0.435333312,-1.356046905,-0.821567311,-0.50876303
Mi Goreng Chitato,100 g,500,61,24,9,Snack,0,0,0,0.018,0,0,0,0,0,1.406899323,1.22128042,1.200706459,0.120882075,-0.796455357
Mie Goreng Pedas Korea,100 g,367.65,69.12,6.62,8.82,Masakan,0,0,0,0.023990208,0,0,0,1,0,0.871709642,1.367812586,0.108436098,0.100299354,-0.574349016
Makaroni Krispi Level,100 g,450,60,20,10,Masakan,0,0,0,0.022222222,0,0,0,0,0,1.21748185,1.202277553,1.036912083,0.230238998,-0.637929491
Mi Goreng Jumbo,100 g,418.6,57.36,17.83,8.53,Masakan,0,0,0,0.020377449,0,0,0,0,0,1.091132078,1.150987735,0.935067204,0.066510147,-0.706011742
Mie Goreng Black Pepper Seafood,100 g,500,62.5,23.75,8.75,Lauk,1,0,0,0.0175,0,0,0,0,0,1.406899323,1.249367586,1.191231492,0.092215391,-0.815873338
Mi Goreng Cakalang,100 g,439.02,67.07,14.63,9.76,Masakan,0,0,0,0.022231333,0,0,0,1,0,1.173998114,1.332044622,0.762245327,0.204724322,-0.637597688
Ayam Goreng Kalasan Paha,100 g,275,1.3,12.2,37.4,Lauk,0,0,0,0.136,0,0,1,0,1,0.412976183,-1.346666021,0.606649805,1.898032534,1.443456264
Keju Monterey,100 g,373,0.68,30.28,24.48,Masakan,0,0,1,0.065630027,0,0,1,0,1,0.895681092,-1.493340561,1.413043822,1.299694069,0.543403689
Keju Cheddar Reduced Fat,100 g,309,4.06,20.41,27.35,Snack,0,0,1,0.088511327,0,0,1,0,1,0.591970683,-0.919568254,1.055016462,1.45024841,0.932543319
Keju Cheddar Nonfat Or Fat Free,100 g,157,7.14,0,32.14,Snack,0,0,1,0.204713376,0,1,1,0,1,-0.359068113,-0.615151296,-1.634431737,1.676907065,1.799492614
Keju Colby,100 g,394,2.57,32.11,23.76,Snack,0,0,1,0.060304569,0,0,1,0,1,0.987588829,-1.119614034,1.467240436,1.259858131,0.433986532
Keju Colby Jack,100 g,384,1.62,31.2,24.12,Snack,0,0,1,0.0628125,0,0,1,0,1,0.944247381,-1.282144062,1.440658776,1.279887507,0.486515871
Keju Fontina,100 g,389,1.55,31.14,25.6,Snack,0,0,1,0.065809769,0,0,1,0,1,0.966012278,-1.295742659,1.438880964,1.359949084,0.546958504
Keju Gouda Or Edam,100 g,357,1.67,27.69,24.98,Snack,0,0,1,0.069971989,0,0,1,0,1,0.823279499,-1.272593075,1.330909491,1.32684395,0.6268695
Keju Gruyere,100 g,413,0.36,32.34,29.81,Snack,0,0,1,0.072179177,0,0,1,0,1,1.06793062,-1.585323096,1.473848142,1.570095849,0.667432217
Keju Limburger,100 g,327,0.49,27.25,20.05,Snack,0,0,1,0.061314985,0,0,1,0,1,0.681381711,-1.546218803,1.316254555,1.038930964,0.455368957
Keju Brie,100 g,334,0.45,27.68,20.75,Snack,0,0,1,0.062125749,0,0,1,0,1,0.715253968,-1.557974889,1.33057882,1.08282219,0.472311941
Keju Monterey Reduced Fat,100 g,313,0.7,21.6,28.2,Snack,0,0,1,0.090095847,0,0,1,0,1,0.612138027,-1.488034249,1.105743511,1.492545809,0.95528361
Keju Mozzarella,100 g,295,5.58,19.78,23.75,Snack,0,0,1,0.080508475,0,0,1,0,1,0.519963669,-0.756157529,1.027057581,1.259298523,0.809961905
Keju Mozzarella Reduced Sodium,100 g,280,3.1,17.1,27.5,Snack,0,0,1,0.098214286,0,0,1,0,1,0.440203351,-1.042444212,0.898264829,1.457783931,1.064506431
Keju Mozzarella Nonfat Or Fat Free,100 g,141,3.5,0,31.7,Snack,0,0,1,0.224822695,0,1,1,0,1,-0.491671762,-0.988921931,-1.634431737,1.657195954,1.85807156
Keju Muenster,100 g,368,1.12,30.04,23.41,Snack,0,0,1,0.06361413,0,0,1,0,1,0.873285051,-1.385906188,1.405712077,1.240165999,0.502926616
Keju Muenster Reduced Fat,100 g,271,3.5,17.6,24.7,Snack,0,0,1,0.091143911,0,0,1,0,1,0.390952694,-0.988921931,0.923621492,1.311690788,0.970060976
Keju Parmesan Dry Grated,100 g,420,13.91,27.84,28.42,Snack,0,0,1,0.067666667,0,0,0,0,1,1.096899608,-0.167395792,1.335856359,1.503336571,0.583173723
Kefir,100 g,52,7.34,0.92,3.59,Masakan,0,0,0,0.069038462,1,1,1,0,1,-1.522505027,-0.598549986,-1.091042278,-0.691856725,0.609341332
Cengkeh Kering,100 g,330,57.4,8.9,5.2,Masakan,0,0,0,0.015757576,0,0,0,1,0,0.695957816,1.151777426,0.344326237,-0.394390476,-0.884645568
Jahe Segar,100 g,51,10.1,1,1.5,Masakan,0,0,0,0.029411765,1,1,0,1,0,-1.539381651,-0.394724046,-1.056529506,-1.236259672,-0.389100893
Kluwek,100 g,310,13.5,24,10,Masakan,0,0,0,0.032258065,0,0,0,0,0,0.597028981,-0.189649571,1.200706459,0.230238998,-0.297424633
Kunyit Segar,100 g,69,9.1,2.7,2,Masakan,0,0,0,0.028985507,1,1,1,0,0,-1.263845028,-0.463760302,-0.52904312,-1.08045143,-0.403152496
Balichong,100 g,152,22.9,0.8,13.2,Masakan,0,0,0,0.086842105,0,1,0,1,1,-0.399487575,0.235381016,-1.145483002,0.534745073,0.908056979
Bekasam,100 g,116,6.1,4.9,11.9,Masakan,0,0,0,0.102586207,0,0,1,0,1,-0.720851225,-0.706663571,-0.119562465,0.418239393,1.118598525
Bekasang,100 g,78,3.6,2,11.4,Masakan,0,0,0,0.146153846,1,1,1,0,1,-1.143955174,-0.976090212,-0.710431496,0.370980908,1.517311307
Tempoya,100 g,110,21.9,1.3,1.7,Masakan,0,0,0,0.015454545,0,1,0,1,0,-0.780720775,0.196774128,-0.937909966,-1.171249877,-0.896783313
Keju Parmesan Dry Grated Reduced Fat,100 g,395,26.96,16.42,34.21,Masakan,0,0,1,0.086607595,0,0,0,0,1,0.99188189,0.38093063,0.862682023,1.766988161,0.904572536
Cream Light,100 g,191,2.82,19.1,2.96,Masakan,0,0,0,0.015497382,0,0,1,0,0,-0.104926088,-1.082235435,0.995954257,-0.830889784,-0.895064284
Cream Half And Half,100 g,123,4.73,10.39,3.13,Masakan,0,0,0,0.025447154,0,0,1,0,0,-0.653578368,-0.843633363,0.471764738,-0.791763337,-0.523149752
Cream Half And Half Flavored,100 g,122,4.92,10.19,3.07,Masakan,0,0,0,0.025163934,0,0,1,0,0,-0.66302841,-0.823292881,0.455619796,-0.805426634,-0.533019199
Cream Half And Half Fat Free,100 g,59,9,1.4,2.6,Masakan,0,0,0,0.044067797,1,1,1,1,0,-1.410025141,-0.470935717,-0.901647138,-0.91828284,0.045853973
Cream Heavy,100 g,340,2.74,36.08,2.84,Masakan,0,0,0,0.008352941,0,0,1,0,0,0.743907475,-1.093996134,1.575579568,-0.859305388,-1.19701149
Cream Whipped,100 g,343,8.49,33.94,2.67,Masakan,0,0,0,0.007784257,0,0,1,0,0,0.758106193,-0.508372193,1.518642468,-0.900771758,-1.222416886
Keju Blue Or Roquefort,100 g,353,2.34,28.74,21.4,Masakan,0,0,1,0.060623229,0,0,1,0,1,0.80483753,-1.155738408,1.365030255,1.122601815,0.440762279
Keju Brick,100 g,371,2.79,29.68,23.24,Masakan,0,0,1,0.062641509,0,0,1,0,1,0.886747178,-1.086624335,1.394612086,1.23052163,0.482991877
Lidah Sapi Jeroan Smoked Cured Or Pickled Cooked,100 g,277,0,21.74,18.8,Lauk,0,0,0,0.067870036,0,0,1,0,1,0.423906855,-1.710248162,1.11154243,0.957635845,0.587084243
Hati Sapi Direbus,100 g,189,5.09,5.22,28.84,Lauk,0,0,0,0.152592593,0,0,1,0,1,-0.11898957,-0.8054955,-0.072694383,1.523763422,1.559408748
Hati Sapi Digoreng,100 g,174,5.12,4.64,26.3,Lauk,0,0,0,0.151149425,0,0,1,0,1,-0.227805745,-0.80239273,-0.159470344,1.396609685,1.55027111
Hati Ayam Direbus,100 g,166,0.86,6.46,24.26,Lauk,0,0,0,0.146144578,0,0,1,0,1,-0.288445885,-1.447151699,0.089428049,1.287616224,1.517248186
Hati Ayam Digoreng,100 g,189,6.41,8.66,19.98,Lauk,0,0,0,0.105714286,0,0,1,0,1,-0.11898957,-0.678411114,0.322097775,1.034479476,1.155416422
Jantung Jeroan Cooked,100 g,164,0.15,4.69,28.24,Masakan,0,0,0,0.172195122,0,0,1,0,1,-0.303912488,-1.654732999,-0.151660847,1.494512475,1.668335845
Ginjal Jeroan Cooked,100 g,157,0,4.61,27.04,Masakan,0,0,0,0.172229299,0,0,1,0,1,-0.359068113,-1.710248162,-0.164187912,1.434575844,1.668503286
Brains Jeroan Cooked,100 g,150,1.47,10.44,11.57,Masakan,0,0,0,0.077133333,0,0,1,0,1,-0.415906136,-1.311623423,0.475758568,0.38721301,0.754146552
Lidah Sapi Jeroan Cooked,100 g,282,0,22.11,19.13,Lauk,0,0,0,0.067836879,0,0,1,0,1,0.451002263,-1.710248162,1.126705203,0.979478369,0.586447429
Kambing Baked,100 g,142,0,3,26.87,Lauk,0,0,0,0.189225352,0,1,1,0,1,-0.483095397,-1.710248162,-0.461196885,1.425923713,1.743539932
Salmon Raw,100 g,127,0,4.4,20.5,Masakan,1,0,0,0.161417323,0,0,1,0,1,-0.616286599,-1.710248162,-0.197903305,1.067275046,1.611787543
Salmon Baked Or Broiled Made With Margarine,100 g,176,0.13,7.68,25.05,Masakan,1,0,0,0.142329545,0,0,1,0,1,-0.212940476,-1.661815842,0.225478916,1.330612311,1.490618424
Salmon Baked Or Broiled Made Without Fat,100 g,160,0.1,5.54,25.82,Masakan,1,0,0,0.161375,0,0,1,0,1,-0.335231182,-1.672614551,-0.028079686,1.37155131,1.611550032
Salmon Baked Or Broiled Made With Cooking Spray,100 g,164,0.2,5.92,25.72,Masakan,1,0,0,0.156829268,0,0,1,0,1,-0.303912488,-1.637412936,0.022262763,1.366286816,1.585286276
Salmon Coated Baked Or Broiled Made With Margarine,100 g,217,12.55,8.35,21.4,Masakan,1,0,0,0.098617512,0,0,0,0,1,0.069471347,-0.243046108,0.292590357,1.122601815,1.069628318
Salmon Coated Baked Or Broiled Made Without Fat,100 g,194,13.1,5.07,22.42,Masakan,1,0,0,0.11556701,0,0,0,0,1,-0.084015884,-0.211809907,-0.094369138,1.18324607,1.261913147
Salmon Coated Baked Or Broiled Made With Cooking Spray,100 g,197,13.14,5.35,22.35,Masakan,1,0,0,0.113451777,0,0,0,0,1,-0.063322635,-0.20957328,-0.054310528,1.179150811,1.240201143
Salmon Kukusrebus,100 g,160,0,5.53,25.78,Masakan,1,0,0,0.161125,0,0,1,0,1,-0.335231182,-1.710248162,-0.029441961,1.369447354,1.610144473
Keju Swiss Nonfat Or Fat Free,100 g,127,3.4,0,28.4,Masakan,0,0,1,0.223622047,0,1,1,0,1,-0.616286599,-1.001964537,-1.634431737,1.502358201,1.85495773
Keju Parmesan Hard,100 g,392,3.22,25.83,35.75,Masakan,0,0,1,0.09119898,0,0,1,0,1,0.978980552,-1.025999755,1.267422296,1.831359191,0.970831681
Keju Parmesan Dry Grated Fat Free,100 g,370,40,5,40,Masakan,0,0,1,0.108108108,0,0,0,0,1,0.882268007,0.762662245,-0.104660044,1.998691514,1.182578802
Keju Port Du Salut,100 g,356,2.22,27.44,24.94,Masakan,0,0,1,0.07005618,0,0,1,0,1,0.818682155,-1.175315138,1.322609435,1.324687042,0.628439303
Keju Provolone,100 g,351,2.14,26.62,25.58,Masakan,0,0,1,0.072877493,0,0,1,0,1,0.795563535,-1.188665575,1.294886425,1.358890627,0.68001275
Keju Provolone Reduced Fat,100 g,274,3.5,17.6,24.7,Masakan,0,0,1,0.090145985,0,0,1,0,1,0.407490703,-0.988921931,0.923621492,1.311690788,0.9559953
Keju Swiss,100 g,393,1.44,30.99,26.96,Masakan,0,0,1,0.068600509,0,0,1,0,1,0.983288393,-1.317676001,1.434422499,1.430509368,0.601040618
Keju Swiss Reduced Sodium,100 g,374,3.4,27.4,28.4,Masakan,0,0,1,0.075935829,0,0,1,0,1,0.900135908,-1.001964537,1.321274949,1.502358201,0.733719622
Keju Swiss Reduced Fat,100 g,179,3.4,5.1,28.4,Masakan,0,0,1,0.158659218,0,0,1,0,1,-0.190854596,-1.001964537,-0.089993479,1.502358201,1.596040959
Cabai Rawit Segar,100 g,120,19.9,2.4,4.7,Masakan,0,0,0,0.039166667,0,1,0,1,0,-0.682085899,0.115687696,-0.602373513,-0.479564234,-0.089702596
Keju Cheddar Reduced Sodium,100 g,398,1.91,32.62,24.35,Masakan,0,0,1,0.061180905,0,0,1,0,1,1.004717141,-1.228491838,1.481833669,1.292567046,0.452548693
Keju Mexican Blend,100 g,358,1.75,28.51,23.54,Masakan,0,0,1,0.06575419,0,0,1,0,1,0.827868145,-1.257580797,1.357655925,1.247505792,0.545860243
Keju Mexican Blend Reduced Fat,100 g,282,3.41,19.4,24.69,Masakan,0,0,1,0.087553191,0,0,1,0,1,0.451002263,-1.000650552,1.009798558,1.311147225,0.918555483
Domba Bagian Lengan Atas,100 g,274,0,19.8,22.32,Masakan,0,0,0,0.081459854,0,0,1,0,1,0.407490703,-1.710248162,1.027957561,1.177392766,0.825238666
Domba Bagian Lengan Atas Kurus,100 g,202,0,10.68,24.73,Masakan,0,0,0,0.122425743,0,0,1,0,1,-0.029301206,-1.710248162,0.494699347,1.313320487,1.328311867
Domba Panggang,100 g,265,0,18.07,23.83,Masakan,0,0,0,0.089924528,0,0,1,0,1,0.357501989,-1.710248162,0.946868767,1.263770452,0.952848227
Domba Panggang Kurus,100 g,196,0,9.18,26.4,Masakan,0,0,0,0.134693878,0,0,1,0,1,-0.070196622,-1.710248162,0.369616643,1.401786832,1.433236424
Tumis Keumamah,100 g,300,15.5,20,14.5,Masakan,0,0,0,0.048333333,0,0,0,0,0,0.545940358,-0.085118932,1.036912083,0.643200777,0.156474857
Saboko Gurita Masakan,100 g,87,2.6,1.5,15.7,Masakan,0,0,0,0.18045977,1,1,1,0,1,-1.033000809,-1.115029159,-0.866802623,0.737181838,1.706817268
Saboko Saltan Masakan,100 g,113,3,3.6,17.1,Masakan,0,0,0,0.151327434,0,0,1,0,1,-0.750518955,-1.056419784,-0.338999603,0.840383687,1.551407289
Saboko Sardin Masakan,100 g,110,4.9,4.3,12.9,Masakan,0,0,0,0.117272727,0,0,1,0,1,-0.780720775,-0.825411236,-0.214401758,0.508622183,1.278987525
Sate Bandeng,100 g,283,20.9,16.8,12.1,Lauk,0,0,0,0.042756184,0,0,0,0,0,0.456382326,0.156910108,0.88272705,0.436742929,0.010487642
Sepi Masakan,100 g,88,10.6,1.6,7.9,Masakan,0,0,0,0.089772727,1,1,0,0,1,-1.021155579,-0.361906201,-0.833267429,-0.009755435,0.950685602
Tekwan Masakan,100 g,53,9.4,0.9,1.9,Masakan,0,0,0,0.035849057,1,1,1,1,0,-1.505842908,-0.44254209,-1.099885462,-1.109896776,-0.186922214
Teri Belado Masakan,100 g,365,17.5,22.3,23.7,Lauk,0,0,0,0.064931507,0,0,0,0,1,0.859748522,0.010490776,1.134401428,1.256497835,0.529505094
Tumis Bandeng Masakan,100 g,189,0.6,15.7,11.3,Lauk,0,0,0,0.05978836,0,0,1,0,1,-0.11898957,-1.515041121,0.8235268,0.361351308,0.422946774
Pindang Kenari Masakan,100 g,124,0,9.6,9.5,Masakan,0,0,0,0.076612903,0,0,1,0,1,-0.644179848,-1.710248162,0.406330689,0.176577127,0.745309987
Telur Ayam Kampung Segar,100 g,174,1.2,14,10.8,Lauk,0,0,0,0.062068966,0,0,1,0,1,-0.227805745,-1.368175858,0.72425721,0.312265479,0.471131478
Telur Ayam Ras Segar,100 g,154,0.7,10.8,12.4,Lauk,0,0,0,0.080519481,0,0,1,0,1,-0.383213869,-1.488034249,0.504030476,0.464089054,0.810139761
Telur Ayam Ras Bagian Kuning Segar,100 g,355,0.7,31.9,16.3,Lauk,0,0,0,0.045915493,0,0,1,0,0,0.814076073,-1.488034249,1.461168831,0.782207791,0.094583836
Telur Ayam Ras Bagian Putih Segar,100 g,50,0.8,0,10.8,Lauk,0,0,0,0.216,1,1,1,0,1,-1.556479748,-1.462168707,-1.634431737,0.312265479,1.834109008
Telur Bebek Alabio Segar,100 g,187,3,14.2,11.8,Lauk,0,0,0,0.063101604,0,0,1,0,1,-0.133153768,-1.056419784,0.736479783,0.408903531,0.492455242
Telur Bebek Bagian Kuning Segar,100 g,386,0.8,35,17,Lauk,0,0,0,0.044041451,0,0,1,0,0,0.952976202,-1.462168707,1.54724988,0.833222834,0.045149975
Telur Bebek Bagian Putih Segar,100 g,54,0.8,0,11,Lauk,0,0,0,0.203703704,1,1,1,0,1,-1.489388668,-1.462168707,-1.634431737,0.332091071,1.79615877
Telur Bebek Tambak Segar,100 g,187,7.9,12.4,10.9,Lauk,0,0,0,0.05828877,0,0,1,0,1,-0.133153768,-0.553569669,0.620451308,0.322210786,0.390425535
Pempek Adaan Masakan,100 g,162,27.8,3,4.9,Masakan,0,0,0,0.030246914,0,1,0,1,0,-0.319506707,0.409079407,-0.461196885,-0.44482074,-0.361816044
Ikan Asar Merah Masakan,100 g,146,5.6,5.9,17.7,Lauk,1,0,0,0.121232877,0,0,1,0,1,-0.449190875,-0.754201808,0.0196799,0.88271207,1.317187712
Jambal Goreng Masakan,100 g,286,2.3,9.2,48.5,Masakan,0,0,0,0.16958042,0,0,1,0,1,0.472445855,-1.162205815,0.371397533,2.296353699,1.655311425
Kaholeo Masakan,100 g,413,29.8,19.8,28.7,Masakan,0,0,0,0.069491525,0,0,0,0,1,1.06793062,0.473755123,1.027957561,1.516979548,0.617876184
Lawara Penjah,100 g,207,9.6,15.4,7.4,Masakan,0,0,0,0.035748792,0,0,1,0,0,0.004156805,-0.428644803,0.806733147,-0.073343179,-0.189931909
Model Masakan,100 g,79,8.6,4,2.2,Masakan,0,0,0,0.027848101,1,0,1,0,0,-1.131216678,-0.500175039,-0.265747556,-1.023787109,-0.441067351
Mujahir Acar Kuning Masakan,100 g,330,12.1,23.4,17.8,Masakan,0,0,0,0.053939394,0,0,0,0,1,0.695957816,-0.269302312,1.177811482,0.889663382,0.292187508
Parede Baleh Masakan,100 g,87,5.5,2.5,10.5,Masakan,0,0,0,0.120689655,1,1,1,0,1,-1.033000809,-0.764024293,-0.577264696,0.282029468,1.312064122
Telur Burung Maleo Segar,100 g,436,0.4,36.3,26.5,Lauk,0,0,0,0.060779817,0,0,1,0,1,1.161909333,-1.573009347,1.581253484,1.406949251,0.444080904
Pempek Belida Masakan,100 g,156,31.6,1.4,4.2,Masakan,0,0,0,0.026923077,0,1,0,1,0,-0.367081896,0.529379557,-0.901647138,-0.570785244,-0.472359045
Pempek Kapal Selam Masakan,100 g,152,28.2,2.3,4.5,Masakan,0,0,0,0.029605263,0,1,0,1,0,-0.399487575,0.422272309,-0.628199362,-0.515272701,-0.382750287
Pempek Kelesan Masakan,100 g,211,26.6,6.1,12.3,Masakan,0,0,0,0.058293839,0,0,0,0,1,0.030532752,0.368676761,0.045192205,0.455027258,0.390536602
Pempek Kulit Masakan,100 g,243,39.1,7.3,5.2,Masakan,0,0,0,0.021399177,0,0,0,1,0,0.230282012,0.739448722,0.185176893,-0.394390476,-0.668081869
Pempek Telur Masakan,100 g,156,28.3,2.7,4.7,Lauk,0,0,0,0.030128205,0,1,0,1,0,-0.367081896,0.425549803,-0.52904312,-0.479564234,-0.36567459
Pempek Tenggiri Masakan,100 g,173,33.4,1.2,7.2,Masakan,0,0,0,0.041618497,0,1,0,1,0,-0.235281598,0.582794779,-0.97571442,-0.099607457,-0.020721243
Pencok Lele Masakan,100 g,372,3.5,36.3,7.8,Lauk,1,0,0,0.020967742,0,0,1,0,0,0.891218194,-0.988921931,1.581253484,-0.022245765,-0.684030322
Pinda,100 g,107,0.4,0.6,15.9,Masakan,0,0,0,0.148598131,0,1,1,0,1,-0.811481136,-1.573009347,-1.244450064,0.752328804,1.53370065
Asam Payak Segar,100 g,135,32.1,0.4,0.8,Masakan,0,0,0,0.005925926,0,1,0,1,0,-0.544009294,0.544429778,-1.356046905,-1.50172994,-1.306916531
Coklat Pahitbatang,100 g,615,29.2,42.6,5.5,Masakan,0,0,0,0.008943089,0,0,0,0,0,1.798406311,0.454684202,1.731462542,-0.345830365,-1.170868256
Jam Selai,100 g,239,64.5,0.6,0.5,Masakan,0,0,0,0.00209205,0,1,0,1,0,0.206324036,1.286069907,-1.244450064,-1.641015389,-1.488647448
Madu,100 g,294,79.5,0,0.3,Masakan,0,0,0,0.001020408,0,1,0,1,0,0.5147327,1.53799669,-1.634431737,-1.746500574,-1.541291449
Asam Arang Coklat Segar,100 g,130,30.9,1.1,0.5,Masakan,0,0,0,0.003846154,0,1,0,1,0,-0.588833079,0.508022157,-1.015200769,-1.641015389,-1.404237774
Asam Arang Merah Segar,100 g,99,20.3,1.6,0.8,Masakan,0,0,0,0.008080808,1,1,0,1,0,-0.896445837,0.132346683,-0.833267429,-1.50172994,-1.209142555
